19.0755,LCA_HERMES,24.866
19.076,Send_HERMES,,0.026
20.3394,Receive_HERMES,,0.371
20.8435,Receive_HERMES,,0.215
24.1115,Selection_HERMES,,,1.454
28.7029,Control_HERMES,,,,19.465
28.7037,Changes?_HERMES,,,,,0.239
31.7885,Control_HERMES,,,,16.636
31.7889,Changes?_HERMES,,,,,0.061
36.88,Control_HERMES,,,,16.943
36.8804,Changes?_HERMES,,,,,0.065
42.1594,Control_HERMES,,,,17.272
42.1598,Changes?_HERMES,,,,,0.065
46.6657,Control_HERMES,,,,16.131
46.6665,Changes?_HERMES,,,,,0.088
46.9216,Receive_HERMES,,0.198
51.9584,Selection_HERMES,,,0.743
54.7028,Control_HERMES,,,,16.966
54.7031,Changes?_HERMES,,,,,0.053
59.0541,Control_HERMES,,,,16.014
59.0544,Changes?_HERMES,,,,,0.05
64.94,Control_HERMES,,,,17.209
64.9404,Changes?_HERMES,,,,,0.067
69.2238,Control_HERMES,,,,16.011
69.2241,Changes?_HERMES,,,,,0.05
69.2264,Receive_HERMES,,0.094
74.2622,Selection_HERMES,,,0.734
76.3863,Control_HERMES,,,,15.761
76.3866,Changes?_HERMES,,,,,0.055
79.6275,Control_HERMES,,,,2.362
79.6278,Changes?_HERMES,,,,,0.062
86.7879,Control_HERMES,,,,18.77
86.7882,Changes?_HERMES,,,,,0.052
88.8436,LCA,17.259
88.8438,Send_HERMES,,0.02
88.846,Receive_HERMES,,0.081
93.8831,Selection_HERMES,,,1.038
95.9122,Control_HERMES,,,,15.67
95.9125,Changes?_HERMES,,,,,0.05
100.894,Control_HERMES,,,,15.734
100.894,Changes?_HERMES,,,,,0.085
106.16,Control_HERMES,,,,15.586
106.16,Changes?_HERMES,,,,,0.051
111.101,Control_HERMES,,,,15.597
111.101,Changes?_HERMES,,,,,0.076
116.341,Control_HERMES,,,,14.945
116.341,Changes?_HERMES,,,,,0.071
121.59,Control_HERMES,,,,15.585
121.59,Changes?_HERMES,,,,,0.07
126.712,Control_HERMES,,,,16.259
126.712,Changes?_HERMES,,,,,0.05
127.219,Receive_HERMES,,0.256
132.258,Selection_HERMES,,,0.883
136.437,Control_HERMES,,,,18.927
136.438,Changes?_HERMES,,,,,0.073
138.912,LCA,19.678
138.912,Send_HERMES,,0.032
138.914,Receive_HERMES,,0.079
143.946,Selection_HERMES,,,1.21
148.186,Control_HERMES,,,,20.114
148.187,Changes?_HERMES,,,,,0.079
152.092,Control_HERMES,,,,21.65
152.093,Changes?_HERMES,,,,,0.089
157.488,Control_HERMES,,,,19.308
157.489,Changes?_HERMES,,,,,0.084
161.881,Control_HERMES,,,,20.338
161.882,Changes?_HERMES,,,,,0.05
161.884,Receive_HERMES,,0.08
166.919,Selection_HERMES,,,1.144
169.095,Control_HERMES,,,,15.894
169.096,Changes?_HERMES,,,,,0.111
169.855,Receive_HERMES,,0.319
174.889,Selection_HERMES,,,0.765
177.555,Control_HERMES,,,,17.337
177.556,Changes?_HERMES,,,,,0.073
182.824,Control_HERMES,,,,17.224
182.825,Changes?_HERMES,,,,,0.09
187.806,Control_HERMES,,,,19.345
187.807,Changes?_HERMES,,,,,0.077
187.81,Receive_HERMES,,0.113
192.843,Selection_HERMES,,,1.515
195.198,Control_HERMES,,,,18.153
195.199,Changes?_HERMES,,,,,0.053
198.281,Control_HERMES,,,,2.771
198.281,Changes?_HERMES,,,,,0.083
203.279,Control_HERMES,,,,2.296
203.279,Changes?_HERMES,,,,,0.081
208.327,Control_HERMES,,,,2.388
208.328,Changes?_HERMES,,,,,0.078
210.596,Receive_HERMES,,0.181
215.621,Selection_HERMES,,,1.212
218.543,Control_HERMES,,,,18.936
218.543,Changes?_HERMES,,,,,0.056
223.067,Control_HERMES,,,,17.982
223.068,Changes?_HERMES,,,,,0.123
228.822,Control_HERMES,,,,27.15
228.823,Changes?_HERMES,,,,,0.077
233.305,Control_HERMES,,,,19.199
233.306,Changes?_HERMES,,,,,0.055
238.947,Control_HERMES,,,,21.343
238.947,Changes?_HERMES,,,,,0.051
240.711,Receive_HERMES,,0.148
245.745,Selection_HERMES,,,1.188
248.583,Control_HERMES,,,,16.729
248.584,Changes?_HERMES,,,,,0.075
251.1,Control_HERMES,,,,2.668
251.101,Changes?_HERMES,,,,,0.072
251.103,Receive_HERMES,,0.096
256.133,Selection_HERMES,,,1.583
258.684,Control_HERMES,,,,18.204
258.685,Changes?_HERMES,,,,,0.089
264.184,Control_HERMES,,,,17.759
264.184,Changes?_HERMES,,,,,0.083
268.223,Control_HERMES,,,,15.543
268.223,Changes?_HERMES,,,,,0.047
268.226,Receive_HERMES,,0.068
268.73,Receive_HERMES,,0.198
273.263,Selection_HERMES,,,1.264
275.666,Control_HERMES,,,,16.028
275.666,Changes?_HERMES,,,,,0.065
276.17,Receive_HERMES,,0.137
278.185,Receive_HERMES,,0.194
281.21,Selection_HERMES,,,1.066
283.504,Control_HERMES,,,,16.085
283.505,Changes?_HERMES,,,,,0.074
288.234,Control_HERMES,,,,15.276
288.235,Changes?_HERMES,,,,,0.084
293.544,Control_HERMES,,,,16.055
293.544,Changes?_HERMES,,,,,0.071
298.78,Control_HERMES,,,,18.025
298.78,Changes?_HERMES,,,,,0.048
303.752,Control_HERMES,,,,15.827
303.752,Changes?_HERMES,,,,,0.05
308.964,Control_HERMES,,,,15.78
308.965,Changes?_HERMES,,,,,0.051
314.342,Control_HERMES,,,,16.32
314.343,Changes?_HERMES,,,,,0.073
320.931,Control_HERMES,,,,25.797
320.932,Changes?_HERMES,,,,,0.082
324.419,Control_HERMES,,,,15.897
324.423,Changes?_HERMES,,,,,0.182
324.927,Receive_HERMES,,0.339
329.958,Selection_HERMES,,,0.747
332.936,Control_HERMES,,,,17.468
332.938,Changes?_HERMES,,,,,0.16
337.581,Control_HERMES,,,,20.155
337.581,Changes?_HERMES,,,,,0.078
